question_id,assessment_version_slug,block,subblock,question_type,text,options_json,primary_dimension,secondary_dimensions,weights_by_dimension_json,consistency_pair_id,difficulty,is_required,order_hint,status,question_purpose,notes,experiment_mode,experiment_tag,active_in_scoring,boundary_metadata_json
FT_ENV_03,deep_v1,hobbies_and_real_activities,b5,single_select,"Если тема новая, ты предпочитаешь:","[{""key"": ""a"", ""label"": ""Пробовать разные пути."", ""weights_by_dimension"": {""exploratory"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""Работать по четкому шаблону."", ""weights_by_dimension"": {""detail"": 0.9, ""verbal"": 0.5}}, {""key"": ""c"", ""label"": ""Сразу собирать рабочую версию."", ""weights_by_dimension"": {""verbal"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Сначала обсудить с другими."", ""weights_by_dimension"": {""structured"": 0.4}}]",exploratory,detail|verbal|structured,"{""exploratory"": 1.0, ""detail"": 0.6, ""verbal"": 0.45, ""structured"": 0.35}",,easy,true,1500,active,deep_core_signal,draft_v1 source=single_select_4 block=B5,baseline,,true,
FT_ENV_04,deep_v1,hobbies_and_real_activities,b5,likert,"В новой задаче мне проще стартовать, когда понятны рамки ответственности и дедлайн.","[{""value"": 0, ""label"": ""Совсем не про меня""}, {""value"": 25, ""label"": ""Скорее не про меня""}, {""value"": 50, ""label"": ""Частично про меня""}, {""value"": 75, ""label"": ""Скорее про меня""}, {""value"": 100, ""label"": ""Точно про меня""}]",structured,detail,"{""structured"": 1.0, ""detail"": 0.6}",,easy,true,1510,active,deep_core_signal,draft_v1 source=likert_5 block=B5,baseline,,true,
FT_ENV_05,deep_v1,hobbies_and_real_activities,b5,likert,"Мне комфортнее выбирать решение по фактам, а не по впечатлению.","[{""value"": 0, ""label"": ""Совсем не про меня""}, {""value"": 25, ""label"": ""Скорее не про меня""}, {""value"": 50, ""label"": ""Не уверен""}, {""value"": 75, ""label"": ""Скорее про меня""}, {""value"": 100, ""label"": ""Точно про меня""}]",analytical,exploratory,"{""analytical"": 1.0, ""exploratory"": 0.6}",,easy,true,1520,active,deep_core_signal,draft_v1 source=likert_5 block=B5,baseline,,true,
FT_ENV_06,deep_v1,hobbies_and_real_activities,b5,single_select,Какой эффект проекта для тебя важнее в первую очередь?,"[{""key"": ""a"", ""label"": ""Чтобы результат можно было сразу применять на практике."", ""weights_by_dimension"": {""practical"": 1.0, ""helping"": 0.5}}, {""key"": ""b"", ""label"": ""Чтобы решение заметно улучшило жизнь конкретных людей."", ""weights_by_dimension"": {""helping"": 0.9, ""quantitative"": 0.5}}, {""key"": ""c"", ""label"": ""Чтобы было видно влияние в цифрах и метриках."", ""weights_by_dimension"": {""quantitative"": 0.9, ""creative"": 0.4}}, {""key"": ""d"", ""label"": ""Чтобы появились новые идеи для следующих итераций."", ""weights_by_dimension"": {""creative"": 0.8, ""structured"": 0.4}}]",practical,helping|quantitative|creative,"{""practical"": 1.0, ""helping"": 0.6, ""quantitative"": 0.45, ""creative"": 0.35}",,easy,true,1530,active,deep_core_signal,draft_v1 source=single_select_4 block=B5,baseline,,true,
FT_ENV_07,deep_v1,hobbies_and_real_activities,b5,multi_select,"Выбери 2 роли, в которых ты чаще всего проявляешься в проекте.","[{""key"": ""a"", ""label"": ""Координирую процесс и держу темп команды."", ""weights_by_dimension"": {""leadership"": 1.0, ""social"": 0.6}}, {""key"": ""b"", ""label"": ""Настраиваю инструменты и устраняю технические сбои."", ""weights_by_dimension"": {""social"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Объясняю сложное простыми словами и синхронизирую участников."", ""weights_by_dimension"": {""structured"": 0.9, ""technical"": 0.5}}, {""key"": ""d"", ""label"": ""Проверяю точность результата и замечаю риски качества."", ""weights_by_dimension"": {""technical"": 0.8, ""creative"": 0.4}}]",leadership,social|structured|technical|creative,"{""leadership"": 1.0, ""social"": 0.6, ""structured"": 0.45, ""technical"": 0.35, ""creative"": 0.25}",,medium,true,1540,active,deep_core_signal,draft_v1 source=multi_select_2 block=B5,baseline,,true,
FT_ENV_08,deep_v1,hobbies_and_real_activities,b5,single_select,"Когда сроки сжаты, твой фокус чаще:","[{""key"": ""a"", ""label"": ""Ключевое качество без критичных ошибок."", ""weights_by_dimension"": {""detail"": 1.0, ""practical"": 0.5}}, {""key"": ""b"", ""label"": ""Быстрый рабочий минимум."", ""weights_by_dimension"": {""practical"": 0.9, ""helping"": 0.5}}, {""key"": ""c"", ""label"": ""Поддержка команды и спокойный темп."", ""weights_by_dimension"": {""helping"": 0.9, ""social"": 0.4}}, {""key"": ""d"", ""label"": ""Сильная подача результата."", ""weights_by_dimension"": {""social"": 0.8, ""structured"": 0.4}}]",detail,practical|helping|social,"{""detail"": 1.0, ""practical"": 0.6, ""helping"": 0.45, ""social"": 0.35}",,easy,true,1550,active,deep_core_signal,draft_v1 source=single_select_4 block=B5,baseline,,true,
FT_AD_HM_01,deep_v1,consistency_crosscheck,helping_vs_marketing,situational,Тебя зовут выступить перед младшими. Что тебе ближе?,"[{""key"": ""a"", ""label"": ""Объяснить так, чтобы они точно поняли."", ""weights_by_dimension"": {""helping"": 1.0, ""verbal"": 0.5}}, {""key"": ""b"", ""label"": ""Сделать яркое выступление, чтобы зацепить внимание."", ""weights_by_dimension"": {""verbal"": 0.9, ""social"": 0.5}}, {""key"": ""c"", ""label"": ""Дать короткую практику «сделай сам»."", ""weights_by_dimension"": {""social"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Раздать материалы и схему."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",helping,verbal|social,"{""helping"": 1.0, ""verbal"": 0.6, ""social"": 0.45}",helping_vs_marketing,medium,true,1560,active,boundary_signal,draft_v1 source=situational_single block=M1,baseline,,true,
FT_AD_HM_02,deep_v1,consistency_crosscheck,helping_vs_marketing,situational,В школьном чате путаница. Ты скорее:,"[{""key"": ""a"", ""label"": ""Поможешь всем разобраться по шагам."", ""weights_by_dimension"": {""helping"": 1.0, ""social"": 0.5}}, {""key"": ""b"", ""label"": ""Напишешь убедительный пост, чтобы быстро повлиять на выбор."", ""weights_by_dimension"": {""social"": 0.9, ""creative"": 0.5}}, {""key"": ""c"", ""label"": ""Сделаешь наглядную карточку с действиями."", ""weights_by_dimension"": {""creative"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Попросишь старосту озвучить итог."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",helping,social|creative,"{""helping"": 1.0, ""social"": 0.6, ""creative"": 0.45}",helping_vs_marketing,medium,true,1570,active,boundary_signal,draft_v1 source=situational_single block=M1,baseline,,true,
FT_AD_HM_03,deep_v1,consistency_crosscheck,helping_vs_marketing,mini_task,Цель — чтобы человек понял сложную тему. Какой формат сильнее?,"[{""key"": ""a"", ""label"": ""Шаги + проверка понимания."", ""weights_by_dimension"": {""helping"": 1.0, ""verbal"": 0.5}}, {""key"": ""b"", ""label"": ""Эмоциональный текст без разбора деталей."", ""weights_by_dimension"": {""verbal"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Красивый визуал без пояснений."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Подборка ссылок без комментариев."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",helping,verbal,"{""helping"": 1.0, ""verbal"": 0.6}",helping_vs_marketing,medium,true,1580,active,boundary_signal,draft_v1 source=mini_task block=M1 correct=a,baseline,,true,
FT_AD_PTS_01,deep_v1,consistency_crosscheck,practical_vs_technical_vs_structured,situational,Нужно ускорить проект. Первый приоритет:,"[{""key"": ""a"", ""label"": ""Быстро собрать рабочую версию."", ""weights_by_dimension"": {""practical"": 1.0, ""technical"": 0.5}}, {""key"": ""b"", ""label"": ""Убрать техузкие места в инструменте."", ""weights_by_dimension"": {""technical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Пересобрать процесс и роли."", ""weights_by_dimension"": {""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Усилить презентацию."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",practical,technical|structured,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45}",practical_vs_technical_vs_structured,medium,true,1590,active,boundary_signal,draft_v1 source=situational_single block=M2,baseline,,true,
FT_AD_PTS_02,deep_v1,consistency_crosscheck,practical_vs_technical_vs_structured,mini_task,Что сильнее снижает ошибки в длинной задаче?,"[{""key"": ""a"", ""label"": ""Четкая последовательность и контрольные точки."", ""weights_by_dimension"": {""structured"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""Только быстрые пробы без плана."", ""weights_by_dimension"": {""detail"": 0.9, ""practical"": 0.5}}, {""key"": ""c"", ""label"": ""Полная импровизация."", ""weights_by_dimension"": {""practical"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Мотивационная речь в начале."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",structured,detail|practical,"{""structured"": 1.0, ""detail"": 0.6, ""practical"": 0.45}",practical_vs_technical_vs_structured,medium,true,1600,active,boundary_signal,draft_v1 source=mini_task block=M2 correct=a,baseline,,true,
FT_AD_PTS_03,deep_v1,consistency_crosscheck,practical_vs_technical_vs_structured,single_select,Что тебе ближе по стилю?,"[{""key"": ""a"", ""label"": ""Сделать и улучшать по результату."", ""weights_by_dimension"": {""practical"": 1.0, ""technical"": 0.5}}, {""key"": ""b"", ""label"": ""Глубоко понять инструмент."", ""weights_by_dimension"": {""technical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Выстроить порядок и регламент."", ""weights_by_dimension"": {""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Сфокусироваться на подаче."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",practical,technical|structured,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45}",practical_vs_technical_vs_structured,easy,true,1610,active,boundary_signal,draft_v1 source=single_select_4 block=M2,baseline,,true,
FT_AD_ES_01,deep_v1,consistency_crosscheck,engineering_vs_science,situational,Прототип сработал нестабильно в 3 из 10 запусков. Что тебе ближе делать дальше?,"[{""key"": ""a"", ""label"": ""Доработать конструкцию и повторить тест до стабильной работы."", ""weights_by_dimension"": {""practical"": 1.0, ""exploratory"": 0.5}}, {""key"": ""b"", ""label"": ""Проверить гипотезу о причине и подтвердить ее измерениями."", ""weights_by_dimension"": {""exploratory"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Сформулировать ограничения и критерии применимости решения."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Описать процесс и регламент следующей серии тестов."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",practical,exploratory|analytical,"{""practical"": 1.0, ""exploratory"": 0.6, ""analytical"": 0.45}",engineering_vs_science,medium,true,1620,active,boundary_signal,draft_v1 source=situational_single block=M3,baseline,,true,
FT_AD_ES_02,deep_v1,consistency_crosscheck,engineering_vs_science,mini_task,Есть идея устройства. Что сделать сначала?,"[{""key"": ""a"", ""label"": ""Тестовый макет."", ""weights_by_dimension"": {""practical"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""План эксперимента и критерии проверки."", ""weights_by_dimension"": {""structured"": 0.9, ""technical"": 0.5}}, {""key"": ""c"", ""label"": ""Презентацию пользы идеи."", ""weights_by_dimension"": {""technical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""План ролей и дедлайнов."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",practical,structured|technical,"{""practical"": 1.0, ""structured"": 0.6, ""technical"": 0.45}",engineering_vs_science,medium,true,1630,active,boundary_signal,draft_v1 source=mini_task block=M3 correct=a,baseline,,true,
FT_AD_ES_03,deep_v1,consistency_crosscheck,engineering_vs_science,single_select,Какой результат тебе ближе?,"[{""key"": ""a"", ""label"": ""Чтобы работало в реальности."", ""weights_by_dimension"": {""practical"": 1.0, ""exploratory"": 0.5}}, {""key"": ""b"", ""label"": ""Чтобы было понятно, почему это работает."", ""weights_by_dimension"": {""exploratory"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Чтобы легко убедить аудиторию."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Чтобы всё было строго по процедуре."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",practical,exploratory|analytical,"{""practical"": 1.0, ""exploratory"": 0.6, ""analytical"": 0.45}",engineering_vs_science,easy,true,1640,active,boundary_signal,draft_v1 source=single_select_4 block=M3,baseline,,true,
FT_AD_FI_01,deep_v1,consistency_crosscheck,finance_vs_it_analytics,situational,Дают набор данных. Что интереснее?,"[{""key"": ""a"", ""label"": ""Проверить риски и надежность расчетов."", ""weights_by_dimension"": {""quantitative"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Построить модель/дашборд и найти инсайты."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Подготовить убедительное выступление."", ""weights_by_dimension"": {""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Организовать процесс и сроки."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",quantitative,analytical|structured,"{""quantitative"": 1.0, ""analytical"": 0.6, ""structured"": 0.45}",finance_vs_it_analytics,medium,true,1650,active,boundary_signal,draft_v1 source=situational_single block=M4,baseline,,true,
FT_AD_FI_02,deep_v1,consistency_crosscheck,finance_vs_it_analytics,mini_task,Перед утверждением финансового решения какой шаг для тебя приоритетен в первую очередь?,"[{""key"": ""a"", ""label"": ""Проверить финансовые допущения модели, лимиты риска и соблюдение внутренних политик."", ""weights_by_dimension"": {""quantitative"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Сравнить стресс-сценарии и оценить влияние на устойчивость бюджета и обязательств."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Определить решение с учетом риск-аппетита и персональной ответственности за итог."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Зафиксировать governance-контур: кто согласует, кто контролирует отклонения, кто эскалирует риск."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",quantitative,analytical,"{""quantitative"": 1.0, ""analytical"": 0.6}",finance_vs_it_analytics,medium,true,1660,active,boundary_signal,draft_v1 source=mini_task block=M4 correct=a,baseline,,true,
FT_AD_LPPS_01,deep_v1,consistency_crosscheck,law_vs_public_vs_politics_vs_security,situational,В школе спор о новом правиле. Твой первый шаг:,"[{""key"": ""a"", ""label"": ""Проверить нормы и предложить корректную формулировку."", ""weights_by_dimension"": {""structured"": 1.0, ""verbal"": 0.5}}, {""key"": ""b"", ""label"": ""Найти решение, которое учтет интересы сторон."", ""weights_by_dimension"": {""verbal"": 0.9, ""social"": 0.5}}, {""key"": ""c"", ""label"": ""Сконцентрироваться на поддержке большинства."", ""weights_by_dimension"": {""social"": 0.9, ""leadership"": 0.4}}, {""key"": ""d"", ""label"": ""Сразу оценить риски безопасности и порядка."", ""weights_by_dimension"": {""leadership"": 0.8, ""analytical"": 0.4}}]",structured,verbal|social|leadership,"{""structured"": 1.0, ""verbal"": 0.6, ""social"": 0.45, ""leadership"": 0.35}",law_vs_public_vs_politics_vs_security,medium,true,1670,active,boundary_signal,draft_v1 source=situational_single block=M5,baseline,,true,
FT_AD_LPPS_02,deep_v1,consistency_crosscheck,law_vs_public_vs_politics_vs_security,mini_task,Какой аргумент устойчивее в конфликтной ситуации?,"[{""key"": ""a"", ""label"": ""На нормах и проверяемых фактах."", ""weights_by_dimension"": {""verbal"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""На балансе интересов сторон."", ""weights_by_dimension"": {""analytical"": 0.9, ""leadership"": 0.5}}, {""key"": ""c"", ""label"": ""На быстрой мобилизации поддержки."", ""weights_by_dimension"": {""leadership"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""На снижении угроз и нарушений."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",verbal,analytical|leadership,"{""verbal"": 1.0, ""analytical"": 0.6, ""leadership"": 0.45}",law_vs_public_vs_politics_vs_security,medium,true,1680,active,boundary_signal,draft_v1 source=mini_task block=M5 correct=a,baseline,,true,
FT_AD_LPPS_03,deep_v1,consistency_crosscheck,law_vs_public_vs_politics_vs_security,situational,На школьном событии конфликт между группами. Ты:,"[{""key"": ""a"", ""label"": ""Введу понятные правила взаимодействия."", ""weights_by_dimension"": {""leadership"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Стану посредником между сторонами."", ""weights_by_dimension"": {""structured"": 0.9, ""social"": 0.5}}, {""key"": ""c"", ""label"": ""Соберу большинство вокруг одной линии."", ""weights_by_dimension"": {""social"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Усилю режим контроля и безопасности."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",leadership,structured|social,"{""leadership"": 1.0, ""structured"": 0.6, ""social"": 0.45}",law_vs_public_vs_politics_vs_security,medium,true,1690,active,boundary_signal,draft_v1 source=situational_single block=M5,baseline,,true,
FT_AD_CEA_01,deep_v1,consistency_crosscheck,creative_vs_exploratory_academic,situational,В новой теме тебе ближе:,"[{""key"": ""a"", ""label"": ""Придумать яркую идею."", ""weights_by_dimension"": {""creative"": 1.0, ""exploratory"": 0.5}}, {""key"": ""b"", ""label"": ""Исследовать и подтвердить вывод."", ""weights_by_dimension"": {""exploratory"": 0.9, ""verbal"": 0.5}}, {""key"": ""c"", ""label"": ""Собрать рабочий прототип."", ""weights_by_dimension"": {""verbal"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Выстроить командный процесс."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",creative,exploratory|verbal,"{""creative"": 1.0, ""exploratory"": 0.6, ""verbal"": 0.45}",creative_vs_exploratory_academic,medium,true,1700,active,boundary_signal,draft_v1 source=situational_single block=M6,baseline,,true,
FT_AD_CEA_02,deep_v1,consistency_crosscheck,creative_vs_exploratory_academic,mini_task,После эксперимента что для тебя ценнее как итог?,"[{""key"": ""a"", ""label"": ""Оригинальная концепция, которая задает новое направление."", ""weights_by_dimension"": {""creative"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Подтвержденная гипотеза с воспроизводимыми доказательствами."", ""weights_by_dimension"": {""analytical"": 0.9, ""exploratory"": 0.5}}, {""key"": ""c"", ""label"": ""Принцип работы, который можно надежно повторить."", ""weights_by_dimension"": {""exploratory"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Процедура, которую легко масштабировать в серии запусков."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",creative,analytical|exploratory,"{""creative"": 1.0, ""analytical"": 0.6, ""exploratory"": 0.45}",creative_vs_exploratory_academic,medium,true,1710,active,boundary_signal,draft_v1 source=mini_task block=M6 correct=a,baseline,,true,
FT_EXP_ROLE_01,deep_v1,behavioral_situations,expansion_role_context,situational,В проекте сбой на запуске. Какую роль ты берешь первой?,"[{""key"": ""a"", ""label"": ""Быстро восстановить работоспособность на линии."", ""weights_by_dimension"": {""practical"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Пересобрать решение и исправить конструктивно."", ""weights_by_dimension"": {""technical"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Проверить, где нарушен регламент и контроль."", ""weights_by_dimension"": {""structured"": 0.9, ""leadership"": 0.4}}, {""key"": ""d"", ""label"": ""Организовать согласование и ответственность сторон."", ""weights_by_dimension"": {""leadership"": 0.8, ""social"": 0.4}}]",practical,technical|structured|leadership,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45, ""leadership"": 0.35}",,medium,true,1720,draft,expansion_p0_v1,expansion_p0_v1 role_context,disabled,expansion_p0_v1,false,
FT_EXP_ROLE_02,deep_v1,work_style_and_environment,expansion_role_context,single_select,Какой результат для тебя более профессионально сильный?,"[{""key"": ""a"", ""label"": ""Стабильно работающая эксплуатация без сбоев."", ""weights_by_dimension"": {""practical"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""Новая архитектура/конструкция с улучшением параметров."", ""weights_by_dimension"": {""technical"": 0.9, ""exploratory"": 0.5}}, {""key"": ""c"", ""label"": ""Прозрачный процесс контроля и соответствия нормам."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Согласованная схема ролей и ответственности."", ""weights_by_dimension"": {""leadership"": 0.8, ""social"": 0.4}}]",practical,technical|structured|leadership,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45, ""leadership"": 0.35}",,easy,true,1730,draft,expansion_p0_v1,expansion_p0_v1 role_context,disabled,expansion_p0_v1,false,
FT_EXP_ROLE_03,deep_v1,behavioral_situations,expansion_role_context,multi_select,"Выбери 2 задачи, где ты чаще всего эффективен(а).","[{""key"": ""a"", ""label"": ""Диагностика и устранение отказов оборудования."", ""weights_by_dimension"": {""practical"": 1.0, ""technical"": 0.6}}, {""key"": ""b"", ""label"": ""Проектирование и улучшение системы/узла."", ""weights_by_dimension"": {""technical"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Контроль выполнения процедуры и качества."", ""weights_by_dimension"": {""structured"": 0.9, ""detail"": 0.5}}, {""key"": ""d"", ""label"": ""Формализация правил, полномочий и эскалации."", ""weights_by_dimension"": {""leadership"": 0.8, ""social"": 0.4}}]",practical,technical|structured|leadership|detail,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45, ""leadership"": 0.35, ""detail"": 0.25}",,medium,true,1740,draft,expansion_p0_v1,expansion_p0_v1 role_context,disabled,expansion_p0_v1,false,
FT_EXP_ROLE_04,deep_v1,hobbies_and_real_activities,expansion_role_context,situational,На этапе передачи в эксплуатацию что тебе ближе?,"[{""key"": ""a"", ""label"": ""Подготовить чек-лист обслуживания и запуск по смене."", ""weights_by_dimension"": {""practical"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Доработать конструкцию до лучшей производительности."", ""weights_by_dimension"": {""technical"": 0.9, ""exploratory"": 0.5}}, {""key"": ""c"", ""label"": ""Проверить соответствие нормативам и требованиям безопасности."", ""weights_by_dimension"": {""structured"": 0.9, ""detail"": 0.4}}, {""key"": ""d"", ""label"": ""Настроить контур ответственности и отчетности."", ""weights_by_dimension"": {""leadership"": 0.8, ""social"": 0.4}}]",practical,technical|structured|leadership,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45, ""leadership"": 0.35}",,medium,true,1750,draft,expansion_p0_v1,expansion_p0_v1 role_context,disabled,expansion_p0_v1,false,
FT_EXP_ROLE_05,deep_v1,behavioral_situations,expansion_role_context,situational,При ограниченном времени ты скорее выберешь: ,"[{""key"": ""a"", ""label"": ""Обеспечить непрерывность сервиса и минимизировать простой."", ""weights_by_dimension"": {""practical"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Сделать инженерное улучшение с отложенным вводом."", ""weights_by_dimension"": {""technical"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Закрыть риски по регламенту и критериям допуска."", ""weights_by_dimension"": {""structured"": 0.9, ""detail"": 0.4}}, {""key"": ""d"", ""label"": ""Согласовать управленческое решение между сторонами."", ""weights_by_dimension"": {""leadership"": 0.8, ""social"": 0.4}}]",practical,technical|structured|leadership,"{""practical"": 1.0, ""technical"": 0.6, ""structured"": 0.45, ""leadership"": 0.35}",,medium,true,1760,draft,expansion_p0_v1,expansion_p0_v1 role_context,disabled,expansion_p0_v1,false,
FT_EXP_SAFE_01,deep_v1,behavioral_situations,expansion_safety_regulation,situational,Сигнал отклонения по безопасности пришел за 10 минут до запуска. Твой первый шаг? ,"[{""key"": ""a"", ""label"": ""Остановить запуск и пройти SOP-проверку."", ""weights_by_dimension"": {""structured"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""Запустить и проверить уже в процессе."", ""weights_by_dimension"": {""practical"": 0.9, ""exploratory"": 0.5}}, {""key"": ""c"", ""label"": ""Передать информацию ответственному и инициировать эскалацию."", ""weights_by_dimension"": {""leadership"": 0.9, ""social"": 0.4}}, {""key"": ""d"", ""label"": ""Сконцентрироваться на сроке и минимальной документации."", ""weights_by_dimension"": {""exploratory"": 0.8, ""structured"": 0.4}}]",structured,detail|leadership|practical,"{""structured"": 1.0, ""detail"": 0.6, ""leadership"": 0.45, ""practical"": 0.35}",,medium,true,1770,draft,expansion_p0_v1,expansion_p0_v1 safety_regulation,disabled,expansion_p0_v1,false,
FT_EXP_SAFE_02,deep_v1,consistency_crosscheck,expansion_safety_regulation,mini_task,"В критической операции есть расхождение в журнале. Как действовать так, чтобы сохранить безопасную непрерывность процесса?","[{""key"": ""a"", ""label"": ""Изолировать рискованный участок, включить безопасный режим и продолжить только по подтвержденным шагам."", ""weights_by_dimension"": {""structured"": 1.0, ""practical"": 0.55, ""detail"": 0.45, ""analytical"": 0.35}}, {""key"": ""b"", ""label"": ""Проверить расхождение на месте, подтвердить границы риска и продолжить ограниченный цикл операции."", ""weights_by_dimension"": {""structured"": 0.85, ""practical"": 0.6, ""detail"": 0.4, ""analytical"": 0.35}}, {""key"": ""c"", ""label"": ""Сделать локальную коррекцию и передать смене четкий протокол безопасного продолжения."", ""weights_by_dimension"": {""structured"": 0.8, ""practical"": 0.5, ""detail"": 0.45, ""leadership"": 0.35}}, {""key"": ""d"", ""label"": ""Выполнить минимально допустимый выпуск в safe-mode и зафиксировать обязательную валидацию после цикла."", ""weights_by_dimension"": {""structured"": 0.75, ""practical"": 0.55, ""detail"": 0.35, ""analytical"": 0.35}}]",structured,analytical|detail,"{""structured"": 1.0, ""analytical"": 0.6, ""detail"": 0.45}",,medium,true,1780,draft,expansion_p0_v1,expansion_p0_v1 safety_regulation correct=a,baseline+expansion_p0_v1_final_mini,expansion_p0_v1,false,
FT_EXP_SAFE_03,deep_v1,work_style_and_environment,expansion_safety_regulation,likert,"В safety-critical процессе я предпочитаю подтвержденный безопасный режим, даже если это немного замедляет запуск.","[{""value"": 0, ""label"": ""Совсем не про меня""}, {""value"": 25, ""label"": ""Скорее не про меня""}, {""value"": 50, ""label"": ""Зависит от контекста""}, {""value"": 75, ""label"": ""Скорее про меня""}, {""value"": 100, ""label"": ""Точно про меня""}]",structured,detail,"{""structured"": 1.0, ""detail"": 0.6}",,easy,true,1790,draft,expansion_p0_v1,expansion_p0_v1 safety_regulation,baseline+expansion_p0_v1_final_mini,expansion_p0_v1,false,
